sentences,words,OOV,logprob,ppl,ppl1
66,432,28,-1338.06,702.953,2051.25
68,595,16,-1725.66,464.705,955.919
103,759,21,-2348.23,619.708,1520.14
62,564,32,-1614.79,522.993,1084.71
76,557,21,-1619.49,442.823,1050.61
81,643,22,-1920.43,544.079,1237.34
72,749,17,-2250.17,629.098,1185.77
73,542,20,-1739.95,840.014,2153.96
58,402,17,-1235.31,614.483,1616.58
84,838,35,-2441.48,565.612,1097.62
85,638,5,-1946.64,514.281,1189.22
52,418,9,-1108.71,254.102,513.782
17,147,10,-463.126,1016.98,2401.51
25,209,1,-614.758,434.957,902.75
32,331,18,-1020.89,910.107,1826.5
29,231,12,-727.461,857.654,2097.69
66,390,17,-1177.14,480.185,1431.75
40,443,30,-1260.2,605.203,1125.47
70,457,4,-1210.4,206.222,469.848
53,448,37,-1372.78,909.031,2188.26
67,637,26,-1936.13,717.205,1474.97
98,647,5,-1908.76,379.673,940.052
95,804,18,-2431.91,575.966,1241.74
64,511,19,-1556.95,631.35,1460.61
60,435,11,-1327.04,551.858,1348.41
73,639,39,-1904.4,675.651,1492.81
38,320,24,-901.623,500.578,1111.8
74,692,21,-2197.98,891.883,1886.59
71,689,37,-2008.8,600.373,1204.98
78,640,14,-1888.45,481.351,1039.2
86,672,30,-2068.16,693.229,1665.06
49,312,12,-1010.82,787.646,2340.98
60,609,5,-1723.16,393.666,712.725
47,375,0,-919.985,151.377,283.983
35,189,0,-516.144,201.472,538.173
46,240,12,-652.985,241.634,731.089
74,481,0,-1283.76,205.624,466.586
86,586,0,-1261.03,75.2558,141.885
59,438,0,-1133.46,190.808,387.08
45,350,1,-1009.82,365.58,782.445
121,712,0,-2011.91,260.173,669.455
51,266,19,-819.086,560.546,2070.8
75,417,7,-1138.69,222.748,598.816
70,399,6,-1077.43,212.356,551.512
107,665,0,-1622.86,126.517,275.669
54,248,0,-934.563,1243.31,5866.75
32,173,24,-619.306,2639.85,14335.6
70,348,0,-806.535,85.0178,207.792
30,208,17,-582.67,433.028,1123.64
58,503,0,-1159.46,116.621,201.88
26,116,22,-410.342,2627.36,23192.3
39,322,7,-808.89,192.752,369.746
64,275,3,-843.12,323.063,1258.08
29,160,39,-520.395,2946.47,19988.8
45,250,13,-669.426,236.51,667.699
35,256,1,-704.467,268.656,578.915
35,195,0,-529.98,201.493,522.211
56,516,33,-1488.61,577.825,1207.83
56,329,70,-1011.05,1620.68,8010.99
59,308,41,-733.384,177.682,558.157
29,218,8,-556.793,213.638,448.121
100,494,0,-1347.87,185.841,535.156
43,327,0,-1110.94,1005.88,2496.77
